level,stack_profile,stack,stack_bb,opener_seat,defender_seat,opener_open_fraction,opener_call_fraction,defender_flat_realization,hand,best_action,fold_value,flat_value,jam_value,flat_ev,jam_ev,flat_equity,jam_equity,bb_win_bb_delta,bb_win_opener_delta,bb_win_others_delta,bb_lose_bb_delta,bb_lose_opener_delta,bb_lose_others_delta
9,equal,30400,8.000,0,5,0.500,0.000,0.400,99,jam,-40.000000,-20.125000,40.000000,19.875000,80.000000,0.621094,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,AJo,jam,-40.000000,-20.583333,40.000000,19.416667,80.000000,0.606771,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,KQo,jam,-40.000000,-20.812500,40.000000,19.187500,80.000000,0.599609,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J4s,jam,-40.000000,-20.875000,40.000000,19.125000,80.000000,0.597656,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,KJo,jam,-40.000000,-20.947917,40.000000,19.052083,80.000000,0.595378,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J6s,jam,-40.000000,-20.968750,40.000000,19.031250,80.000000,0.594727,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q8s,jam,-40.000000,-21.156250,40.000000,18.843750,80.000000,0.588867,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J8s,jam,-40.000000,-21.156250,40.000000,18.843750,80.000000,0.588867,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A8s,jam,-40.000000,-21.281250,40.000000,18.718750,80.000000,0.584961,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A3s,jam,-40.000000,-21.375000,40.000000,18.625000,80.000000,0.582031,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K5s,jam,-40.000000,-21.500000,40.000000,18.500000,80.000000,0.578125,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,AQo,jam,-40.000000,-21.510417,40.000000,18.489583,80.000000,0.577799,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q7s,jam,-40.000000,-21.531250,40.000000,18.468750,80.000000,0.577148,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,AKo,jam,-40.000000,-21.656250,40.000000,18.343750,80.000000,0.573242,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J7s,jam,-40.000000,-21.812500,40.000000,18.187500,80.000000,0.568359,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A2s,jam,-40.000000,-21.875000,40.000000,18.125000,80.000000,0.566406,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A6s,jam,-40.000000,-21.937500,40.000000,18.062500,80.000000,0.564453,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q6s,jam,-40.000000,-22.125000,40.000000,17.875000,80.000000,0.558594,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q5s,jam,-40.000000,-22.250000,40.000000,17.750000,80.000000,0.554688,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K6s,jam,-40.000000,-22.281250,40.000000,17.718750,80.000000,0.553711,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A7s,jam,-40.000000,-22.375000,40.000000,17.625000,80.000000,0.550781,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K7s,jam,-40.000000,-22.406250,40.000000,17.593750,80.000000,0.549805,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J5s,jam,-40.000000,-22.406250,40.000000,17.593750,80.000000,0.549805,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q4s,jam,-40.000000,-22.437500,40.000000,17.562500,80.000000,0.548828,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A8o,jam,-40.000000,-22.500000,40.000000,17.500000,80.000000,0.546875,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J8o,jam,-40.000000,-22.500000,40.000000,17.500000,80.000000,0.546875,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K2s,jam,-40.000000,-22.562500,40.000000,17.437500,80.000000,0.544922,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A5s,jam,-40.000000,-22.625000,40.000000,17.375000,80.000000,0.542969,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J2o,jam,-40.000000,-22.635417,40.000000,17.364583,80.000000,0.542643,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K8s,jam,-40.000000,-22.687500,40.000000,17.312500,80.000000,0.541016,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A4s,jam,-40.000000,-22.718750,40.000000,17.281250,80.000000,0.540039,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q8o,jam,-40.000000,-22.791667,40.000000,17.208333,80.000000,0.537760,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q2s,jam,-40.000000,-22.812500,40.000000,17.187500,80.000000,0.537109,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A3o,jam,-40.000000,-22.822917,40.000000,17.177083,80.000000,0.536784,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q6o,jam,-40.000000,-22.843750,40.000000,17.156250,80.000000,0.536133,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K4s,jam,-40.000000,-22.968750,40.000000,17.031250,80.000000,0.532227,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q2o,jam,-40.000000,-22.989583,40.000000,17.010417,80.000000,0.531576,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A6o,jam,-40.000000,-23.052083,40.000000,16.947917,80.000000,0.529622,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K7o,jam,-40.000000,-23.083333,40.000000,16.916667,80.000000,0.528646,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K8o,jam,-40.000000,-23.104167,40.000000,16.895833,80.000000,0.527995,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J5o,jam,-40.000000,-23.125000,40.000000,16.875000,80.000000,0.527344,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A5o,jam,-40.000000,-23.145833,40.000000,16.854167,80.000000,0.526693,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K3s,jam,-40.000000,-23.156250,40.000000,16.843750,80.000000,0.526367,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J2s,jam,-40.000000,-23.187500,40.000000,16.812500,80.000000,0.525391,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A4o,jam,-40.000000,-23.250000,40.000000,16.750000,80.000000,0.523438,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K4o,jam,-40.000000,-23.354167,40.000000,16.645833,80.000000,0.520182,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J7o,jam,-40.000000,-23.406250,40.000000,16.593750,80.000000,0.518555,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K3o,jam,-40.000000,-23.437500,40.000000,16.562500,80.000000,0.517578,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J4o,jam,-40.000000,-23.447917,40.000000,16.552083,80.000000,0.517253,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,88,jam,-40.000000,-23.458333,40.000000,16.541667,80.000000,0.516927,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A7o,jam,-40.000000,-23.552083,40.000000,16.447917,80.000000,0.513997,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q3s,jam,-40.000000,-23.656250,40.000000,16.343750,80.000000,0.510742,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J3s,jam,-40.000000,-23.718750,40.000000,16.281250,80.000000,0.508789,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K6o,jam,-40.000000,-23.802083,40.000000,16.197917,80.000000,0.506185,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q5o,jam,-40.000000,-23.822917,40.000000,16.177083,80.000000,0.505534,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J6o,jam,-40.000000,-23.843750,40.000000,16.156250,80.000000,0.504883,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q3o,jam,-40.000000,-23.895833,40.000000,16.104167,80.000000,0.503255,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,A2o,jam,-40.000000,-23.958333,40.000000,16.041667,80.000000,0.501302,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q4o,jam,-40.000000,-23.989583,40.000000,16.010417,80.000000,0.500326,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,Q7o,jam,-40.000000,-24.000000,40.000000,16.000000,80.000000,0.500000,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,J3o,jam,-40.000000,-24.000000,40.000000,16.000000,80.000000,0.500000,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,T9s,jam,-40.000000,-24.000000,40.000000,16.000000,80.000000,0.500000,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,66,jam,-40.000000,-24.062500,40.000000,15.937500,80.000000,0.498047,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K2o,jam,-40.000000,-24.291667,40.000000,15.708333,80.000000,0.490885,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,K5o,jam,-40.000000,-24.343750,40.000000,15.656250,80.000000,0.489258,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,55,jam,-40.000000,-24.354167,40.000000,15.645833,80.000000,0.488932,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,33,jam,-40.000000,-24.625000,40.000000,15.375000,80.000000,0.480469,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,T9o,jam,-40.000000,-24.729167,40.000000,15.270833,80.000000,0.477214,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,22,jam,-40.000000,-25.145833,40.000000,14.854167,80.000000,0.464193,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,77,jam,-40.000000,-25.229167,40.000000,14.770833,80.000000,0.461589,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,44,jam,-40.000000,-25.958333,40.000000,14.041667,80.000000,0.438802,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,76s,jam,-40.000000,-27.875000,40.000000,12.125000,80.000000,0.378906,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,72s,jam,-40.000000,-28.250000,40.000000,11.750000,80.000000,0.367188,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,75s,jam,-40.000000,-28.437500,40.000000,11.562500,80.000000,0.361328,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,42s,jam,-40.000000,-28.468750,40.000000,11.531250,80.000000,0.360352,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,54o,jam,-40.000000,-28.489583,40.000000,11.510417,80.000000,0.359701,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,76o,jam,-40.000000,-28.510417,40.000000,11.489583,80.000000,0.359049,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,43s,jam,-40.000000,-28.625000,40.000000,11.375000,80.000000,0.355469,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,52s,jam,-40.000000,-28.718750,40.000000,11.281250,80.000000,0.352539,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,T3s,jam,-40.000000,-28.791667,40.000000,11.208333,80.000000,0.350260,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,86s,jam,-40.000000,-28.812500,40.000000,11.187500,80.000000,0.349609,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,73s,jam,-40.000000,-28.812500,40.000000,11.187500,80.000000,0.349609,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,87o,jam,-40.000000,-28.875000,40.000000,11.125000,80.000000,0.347656,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,85s,jam,-40.000000,-28.875000,40.000000,11.125000,80.000000,0.347656,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,74s,jam,-40.000000,-28.937500,40.000000,11.062500,80.000000,0.345703,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,63s,jam,-40.000000,-28.937500,40.000000,11.062500,80.000000,0.345703,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,T8s,jam,-40.000000,-28.958333,40.000000,11.041667,80.000000,0.345052,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,65s,jam,-40.000000,-29.000000,40.000000,11.000000,80.000000,0.343750,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,53s,jam,-40.000000,-29.093750,40.000000,10.906250,80.000000,0.340820,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,87s,jam,-40.000000,-29.218750,40.000000,10.781250,80.000000,0.336914,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,53o,jam,-40.000000,-29.229167,40.000000,10.770833,80.000000,0.336589,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,65o,jam,-40.000000,-29.250000,40.000000,10.750000,80.000000,0.335938,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,52o,jam,-40.000000,-29.395833,40.000000,10.604167,80.000000,0.331380,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,32o,jam,-40.000000,-29.427083,40.000000,10.572917,80.000000,0.330404,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,64o,jam,-40.000000,-29.510417,40.000000,10.489583,80.000000,0.327799,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,84s,jam,-40.000000,-29.531250,40.000000,10.468750,80.000000,0.327148,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,62s,jam,-40.000000,-29.562500,40.000000,10.437500,80.000000,0.326172,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,63o,jam,-40.000000,-29.583333,40.000000,10.416667,80.000000,0.325521,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,42o,jam,-40.000000,-29.625000,40.000000,10.375000,80.000000,0.324219,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,43o,jam,-40.000000,-29.645833,40.000000,10.354167,80.000000,0.323568,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,54s,jam,-40.000000,-29.656250,40.000000,10.343750,80.000000,0.323242,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,T6s,jam,-40.000000,-29.666667,40.000000,10.333333,80.000000,0.322917,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,92s,jam,-40.000000,-29.666667,40.000000,10.333333,80.000000,0.322917,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
9,equal,30400,8.000,0,5,0.500,0.000,0.400,62o,jam,-40.000000,-29.729167,40.000000,10.270833,80.000000,0.320964,0.000000,80.000000,-80.000000,0.000000,0.000000,0.000000,0.000000
